edition,time_period,value
200510,2004-07,113.68
200510,2004-08,111.85
200510,2004-09,112.86
200510,2004-10,111.56
200510,2004-11,112.66
200510,2004-12,113.96
200510,2005-01,116.28
200510,2005-02,119.7
200510,2005-03,117.81
200510,2005-04,119.26
200510,2005-05,121.04
200510,2005-06,121.19
200510,2005-07,122.5
200510,2005-08,124.42
200511,1995-01,77.96
200511,1995-02,74.6
200511,1995-03,76.79
200511,1995-04,79.34
200511,1995-05,79.06
200511,1995-06,79.33
200511,1995-07,77.82
200511,1995-08,77.81
200511,1995-09,77.27
200511,1995-10,79.09
200511,1995-11,77.64
200511,1995-12,81.15
200511,1996-01,80.77
200511,1996-02,83.97
200511,1996-03,79.18
200511,1996-04,80.51
200511,1996-05,82.25
200511,1996-06,82.12
200511,1996-07,82.14
200511,1996-08,83.48
200511,1996-09,84.36
200511,1996-10,81.92
200511,1996-11,84.73
200511,1996-12,84.43
200511,1997-01,74.5
200511,1997-02,77.25
200511,1997-03,75.85
200511,1997-04,77.85
200511,1997-05,75.64
200511,1997-06,72.32
200511,1997-07,78.74
200511,1997-08,77.11
200511,1997-09,77.51
200511,1997-10,79.98
200511,1997-11,75.77
200511,1997-12,75.63
200511,1998-01,79.79
200511,1998-02,78.86
200511,1998-03,82.2
200511,1998-04,74.91
200511,1998-05,78.58
200511,1998-06,82.17
200511,1998-07,80.33
200511,1998-08,80.64
200511,1998-09,81.08
200511,1998-10,79.67
200511,1998-11,83.68
200511,1998-12,78.37
200511,1999-01,91.81
200511,1999-02,90.75
200511,1999-03,91.09
200511,1999-04,95.25
200511,1999-05,91.86
200511,1999-06,93.06
200511,1999-07,91.09
200511,1999-08,93.34
200511,1999-09,94.36
200511,1999-10,95.65
200511,1999-11,94.36
200511,1999-12,93.32
200511,2000-01,92.06
200511,2000-02,97.16
200511,2000-03,103.53
200511,2000-04,99.89
200511,2000-05,101.47
200511,2000-06,103.46
200511,2000-07,100.94
200511,2000-08,100.77
200511,2000-09,100.99
200511,2000-10,98.74
200511,2000-11,99.72
200511,2000-12,101.26
200511,2001-01,101.54
200511,2001-02,105.55
200511,2001-03,100.39
200511,2001-04,101.63
200511,2001-05,101.08
200511,2001-06,100.41
200511,2001-07,104.68
200511,2001-08,105.72
200511,2001-09,107.53
200511,2001-10,106.45
200511,2001-11,109.57
200511,2001-12,108.82
200511,2002-01,112.07
200511,2002-02,106.07
200511,2002-03,111.14
200511,2002-04,107.45
200511,2002-05,110.68
200511,2002-06,112.87
200511,2002-07,110.53
200511,2002-08,109.52
200511,2002-09,109.16
200511,2002-10,112.08
200511,2002-11,110.54
200511,2002-12,113.51
200511,2003-01,106.41
200511,2003-02,103.09
200511,2003-03,101.53
200511,2003-04,104.88
200511,2003-05,103.82
200511,2003-06,102.26
200511,2003-07,102.26
200511,2003-08,104.42
200511,2003-09,103.08
200511,2003-10,106.84
200511,2003-11,107.5
200511,2003-12,110.65
200511,2004-01,107.37
200511,2004-02,107.08
200511,2004-03,108.68
200511,2004-04,111.61
200511,2004-05,111.19
200511,2004-06,112.22
200511,2004-07,113.82
200511,2004-08,112.02
200511,2004-09,112.38
200511,2004-10,111.43
200511,2004-11,112.56
200511,2004-12,113.92
200511,2005-01,116.26
200511,2005-02,119.73
200511,2005-03,117.87
200511,2005-04,119.39
200511,2005-05,121.22
200511,2005-06,121.41
200511,2005-07,122.79
200511,2005-08,124.77
200511,2005-09,126.44
200512,1995-01,77.96
200512,1995-02,74.6
200512,1995-03,76.79
200512,1995-04,79.34
200512,1995-05,79.06
200512,1995-06,79.32
200512,1995-07,77.82
200512,1995-08,77.81
200512,1995-09,77.27
200512,1995-10,79.09
200512,1995-11,77.63
200512,1995-12,81.16
200512,1996-01,80.76
200512,1996-02,83.98
200512,1996-03,79.18
200512,1996-04,80.5
200512,1996-05,82.25
200512,1996-06,82.13
200512,1996-07,82.13
200512,1996-08,83.48
200512,1996-09,84.36
200512,1996-10,81.92
200512,1996-11,84.73
200512,1996-12,84.42
200512,1997-01,74.49
200512,1997-02,77.24
200512,1997-03,75.86
200512,1997-04,77.85
200512,1997-05,75.65
200512,1997-06,72.32
200512,1997-07,78.74
200512,1997-08,77.11
200512,1997-09,77.51
200512,1997-10,79.98
200512,1997-11,75.77
200512,1997-12,75.64
200512,1998-01,79.78
200512,1998-02,78.86
200512,1998-03,82.2
200512,1998-04,74.91
200512,1998-05,78.58
200512,1998-06,82.17
200512,1998-07,80.32
200512,1998-08,80.64
200512,1998-09,81.09
200512,1998-10,79.67
200512,1998-11,83.68
200512,1998-12,78.38
200512,1999-01,91.82
200512,1999-02,90.75
200512,1999-03,91.08
200512,1999-04,95.26
200512,1999-05,91.86
200512,1999-06,93.06
200512,1999-07,91.09
200512,1999-08,93.33
200512,1999-09,94.35
200512,1999-10,95.67
200512,1999-11,94.36
200512,1999-12,93.31
200512,2000-01,92.06
200512,2000-02,97.16
200512,2000-03,103.52
200512,2000-04,99.9
200512,2000-05,101.46
200512,2000-06,103.45
200512,2000-07,100.95
200512,2000-08,100.77
200512,2000-09,101.0
200512,2000-10,98.75
200512,2000-11,99.71
200512,2000-12,101.27
200512,2001-01,101.54
200512,2001-02,105.55
200512,2001-03,100.39
200512,2001-04,101.62
200512,2001-05,101.08
200512,2001-06,100.41
200512,2001-07,104.68
200512,2001-08,105.71
200512,2001-09,107.52
200512,2001-10,106.48
200512,2001-11,109.58
200512,2001-12,108.82
200512,2002-01,112.07
200512,2002-02,106.07
200512,2002-03,111.15
200512,2002-04,107.44
200512,2002-05,110.67
200512,2002-06,112.87
200512,2002-07,110.51
200512,2002-08,109.52
200512,2002-09,109.14
200512,2002-10,112.14
200512,2002-11,110.55
200512,2002-12,113.51
200512,2003-01,106.42
200512,2003-02,103.09
200512,2003-03,101.53
200512,2003-04,104.87
200512,2003-05,103.82
200512,2003-06,102.24
200512,2003-07,102.23
200512,2003-08,104.4
200512,2003-09,103.04
200512,2003-10,106.95
200512,2003-11,107.53
200512,2003-12,110.67
200512,2004-01,107.38
200512,2004-02,107.09
200512,2004-03,108.67
200512,2004-04,111.58
200512,2004-05,111.17
200512,2004-06,112.19
200512,2004-07,113.77
200512,2004-08,111.95
200512,2004-09,112.29
200512,2004-10,111.67
200512,2004-11,112.62
200512,2004-12,113.96
200512,2005-01,116.29
200512,2005-02,119.74
200512,2005-03,117.86
200512,2005-04,119.35
200512,2005-05,121.16
200512,2005-06,121.33
200512,2005-07,122.67
200512,2005-08,124.61
200512,2005-09,126.27
200512,2005-10,125.81
200601,1995-01,77.94
200601,1995-02,74.58
200601,1995-03,76.78
200601,1995-04,79.33
200601,1995-05,79.07
200601,1995-06,79.33
200601,1995-07,77.82
200601,1995-08,77.82
200601,1995-09,77.27
200601,1995-10,79.09
200601,1995-11,77.64
200601,1995-12,81.15
200601,1996-01,80.76
200601,1996-02,83.96
200601,1996-03,79.17
200601,1996-04,80.51
200601,1996-05,82.25
200601,1996-06,82.11
200601,1996-07,82.14
200601,1996-08,83.49
200601,1996-09,84.36
200601,1996-10,81.93
200601,1996-11,84.73
200601,1996-12,84.43
200601,1997-01,74.49
200601,1997-02,77.24
200601,1997-03,75.85
200601,1997-04,77.84
200601,1997-05,75.64
200601,1997-06,72.32
200601,1997-07,78.74
200601,1997-08,77.11
200601,1997-09,77.51
200601,1997-10,79.98
200601,1997-11,75.77
200601,1997-12,75.63
200601,1998-01,79.78
200601,1998-02,78.86
200601,1998-03,82.2
200601,1998-04,74.91
200601,1998-05,78.56
200601,1998-06,82.17
200601,1998-07,80.33
200601,1998-08,80.64
200601,1998-09,81.08
200601,1998-10,79.67
200601,1998-11,83.68
200601,1998-12,78.36
200601,1999-01,91.81
200601,1999-02,90.75
200601,1999-03,91.1
200601,1999-04,95.26
200601,1999-05,91.85
200601,1999-06,93.07
200601,1999-07,91.08
200601,1999-08,93.33
200601,1999-09,94.35
200601,1999-10,95.64
200601,1999-11,94.37
200601,1999-12,93.31
200601,2000-01,92.05
200601,2000-02,97.17
200601,2000-03,103.54
200601,2000-04,99.89
200601,2000-05,101.47
200601,2000-06,103.46
200601,2000-07,100.93
200601,2000-08,100.77
200601,2000-09,100.98
200601,2000-10,98.74
200601,2000-11,99.74
200601,2000-12,101.25
200601,2001-01,101.55
200601,2001-02,105.56
200601,2001-03,100.4
200601,2001-04,101.62
200601,2001-05,101.07
200601,2001-06,100.4
200601,2001-07,104.67
200601,2001-08,105.71
200601,2001-09,107.5
200601,2001-10,106.46
200601,2001-11,109.63
200601,2001-12,108.83
200601,2002-01,112.08
200601,2002-02,106.07
200601,2002-03,111.14
200601,2002-04,107.44
200601,2002-05,110.67
200601,2002-06,112.84
200601,2002-07,110.5
200601,2002-08,109.48
200601,2002-09,109.11
200601,2002-10,112.1
200601,2002-11,110.65
200601,2002-12,113.55
200601,2003-01,106.44
200601,2003-02,103.09
200601,2003-03,101.52
200601,2003-04,104.86
200601,2003-05,103.8
200601,2003-06,102.22
200601,2003-07,102.2
200601,2003-08,104.34
200601,2003-09,102.98
200601,2003-10,106.87
200601,2003-11,107.73
200601,2003-12,110.74
200601,2004-01,107.42
200601,2004-02,107.1
200601,2004-03,108.68
200601,2004-04,111.58
200601,2004-05,111.13
200601,2004-06,112.13
200601,2004-07,113.68
200601,2004-08,111.84
200601,2004-09,112.14
200601,2004-10,111.47
200601,2004-11,113.11
200601,2004-12,114.1
200601,2005-01,116.38
200601,2005-02,119.81
200601,2005-03,117.87
200601,2005-04,119.32
200601,2005-05,121.08
200601,2005-06,121.19
200601,2005-07,122.48
200601,2005-08,124.37
200601,2005-09,125.95
200601,2005-10,125.43
200601,2005-11,125.15
200602,1995-01,77.89
200602,1995-02,74.51
200602,1995-03,76.66
200602,1995-04,79.36
200602,1995-05,79.08
200602,1995-06,79.33
200602,1995-07,77.84
200602,1995-08,77.81
200602,1995-09,77.28
200602,1995-10,79.11
200602,1995-11,77.61
200602,1995-12,81.23
200602,1996-01,80.68
200602,1996-02,83.93
200602,1996-03,79.08
200602,1996-04,80.48
200602,1996-05,82.23
200602,1996-06,82.09
200602,1996-07,82.14
200602,1996-08,83.51
200602,1996-09,84.4
200602,1996-10,81.95
200602,1996-11,84.74
200602,1996-12,84.45
200602,1997-01,74.42
200602,1997-02,77.24
200602,1997-03,75.82
200602,1997-04,77.79
200602,1997-05,75.6
200602,1997-06,72.26
200602,1997-07,78.74
200602,1997-08,77.13
200602,1997-09,77.53
200602,1997-10,79.99
200602,1997-11,75.77
200602,1997-12,75.54
200602,1998-01,79.78
200602,1998-02,78.89
200602,1998-03,82.27
200602,1998-04,74.88
200602,1998-05,78.55
200602,1998-06,82.14
200602,1998-07,80.31
200602,1998-08,80.63
200602,1998-09,81.06
200602,1998-10,79.61
200602,1998-11,83.62
200602,1998-12,78.19
200602,1999-01,91.86
200602,1999-02,90.82
200602,1999-03,91.22
200602,1999-04,95.29
200602,1999-05,91.88
200602,1999-06,93.1
200602,1999-07,91.05
200602,1999-08,93.3
200602,1999-09,94.31
200602,1999-10,95.59
200602,1999-11,94.27
200602,1999-12,93.13
200602,2000-01,92.05
200602,2000-02,97.2
200602,2000-03,103.64
200602,2000-04,99.95
200602,2000-05,101.46
200602,2000-06,103.49
200602,2000-07,100.92
200602,2000-08,100.73
200602,2000-09,100.96
200602,2000-10,98.66
200602,2000-11,99.67
200602,2000-12,101.26
200602,2001-01,101.52
200602,2001-02,105.57
200602,2001-03,100.43
200602,2001-04,101.58
200602,2001-05,101.03
200602,2001-06,100.39
200602,2001-07,104.63
200602,2001-08,105.65
200602,2001-09,107.49
200602,2001-10,106.39
200602,2001-11,109.6
200602,2001-12,109.03
200602,2002-01,112.12
200602,2002-02,106.02
200602,2002-03,111.13
200602,2002-04,107.36
200602,2002-05,110.6
200602,2002-06,112.82
200602,2002-07,110.42
200602,2002-08,109.41
200602,2002-09,109.02
200602,2002-10,112.04
200602,2002-11,110.62
200602,2002-12,113.99
200602,2003-01,106.5
200602,2003-02,103.03
200602,2003-03,101.47
200602,2003-04,104.82
200602,2003-05,103.75
200602,2003-06,102.14
200602,2003-07,102.07
200602,2003-08,104.23
200602,2003-09,102.78
200602,2003-10,106.69
200602,2003-11,107.58
200602,2003-12,111.45
200602,2004-01,107.57
200602,2004-02,107.17
200602,2004-03,108.65
200602,2004-04,111.6
200602,2004-05,111.12
200602,2004-06,112.01
200602,2004-07,113.53
200602,2004-08,111.6
200602,2004-09,111.79
200602,2004-10,111.08
200602,2004-11,112.58
200602,2004-12,115.4
200602,2005-01,116.72
200602,2005-02,120.05
